Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,55-64,61,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,65-74,107,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,75-84,114,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,85+,110,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,Renal failure,Renal failure,N17-N19,All Ages,411,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,14,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,25,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,22,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,20,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,87,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,18,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,68,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,197,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,403,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,476,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,554,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1726,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,25-34,12,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,35-44,38,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,45-54,101,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,55-64,323,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,65-74,703,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,75-84,976,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,85+,1260,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MO,COVID-19,COVID-19,U071,All Ages,3417,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,11,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,23,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,41,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,42,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,47,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,173,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,11,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,14,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,32,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,72,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,10,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,11,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,35,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,45-54,11,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,55-64,32,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,65-74,63,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,75-84,62,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,85+,68,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory failure,J96,All Ages,239,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,All Ages,11,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,26,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,13,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,20,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,27,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,25,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,93,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,11,
11/15/2020,02/01/2020,11/14/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,16,
